,localidade,rede,ideb_2015,ideb_2017,ideb_2019,ideb_2021,ideb_2023,meta_2015,meta_2017,meta_2019,meta_2021,anos,cod,6_ao_9_ano,1_ao_5_ano,ensino_médio
2650,Osasco,Pública,4.3,4.4,4.8,5.0,4.9,5,"5,2","5,5","5,7",6º ao 9º ano,3534401.0,True,False,False
2653,Oscar Bressane,Municipal,4.4,6.1,6.4,5.8,5.5,"5,3","5,6","5,8","6,1",6º ao 9º ano,3534500.0,True,False,False
2654,Oscar Bressane,Municipal,6.8,7.1,7.1,7.1,7.1,"6,8",7,"7,2","7,4",1º ao 5º ano,3534500.0,False,True,False
2655,Oscar Bressane,Pública,6.8,7.1,7.1,7.1,7.1,"6,8",7,"7,2","7,4",1º ao 5º ano,3534500.0,False,True,False
2656,Oscar Bressane,Pública,4.4,6.1,6.4,5.8,5.5,"5,3","5,6","5,8","6,1",6º ao 9º ano,3534500.0,True,False,False
2659,Osvaldo Cruz,Estadual,5.0,4.8,5.4,5.2,5.5,"5,5","5,8",6,"6,2",6º ao 9º ano,3534609.0,True,False,False
2660,Osvaldo Cruz,Municipal,6.4,6.3,6.9,6.2,6.5,"6,3","6,5","6,7",7,1º ao 5º ano,3534609.0,False,True,False
2661,Osvaldo Cruz,Pública,6.4,6.3,6.9,6.2,6.5,"6,3","6,5","6,7",7,1º ao 5º ano,3534609.0,False,True,False
2662,Osvaldo Cruz,Pública,5.0,4.8,5.4,5.2,5.5,"5,5","5,8",6,"6,2",6º ao 9º ano,3534609.0,True,False,False
2665,Ourinhos,Estadual,6.6,6.6,7.2,6.4,6.0,"5,5","5,8","6,1","6,3",1º ao 5º ano,3534708.0,False,True,False
2666,Ourinhos,Estadual,5.0,5.2,5.3,5.6,5.7,"5,3","5,5","5,7",6,6º ao 9º ano,3534708.0,True,False,False
2667,Ourinhos,Municipal,5.0,5.4,5.8,5.8,5.5,"5,6","5,8","6,1","6,3",6º ao 9º ano,3534708.0,True,False,False
2668,Ourinhos,Municipal,6.4,6.8,7.0,6.1,6.2,"6,1","6,3","6,6","6,8",1º ao 5º ano,3534708.0,False,True,False
2669,Ourinhos,Pública,6.4,6.8,7.0,6.1,6.2,6,"6,2","6,5","6,7",1º ao 5º ano,3534708.0,False,True,False
2670,Ourinhos,Pública,5.0,5.3,5.5,5.7,5.6,"5,4","5,6","5,8","6,1",6º ao 9º ano,3534708.0,True,False,False
2673,Ouro Verde,Municipal,5.6,5.0,4.7,5.1,5.6,"5,2","5,5","5,7",6,6º ao 9º ano,3534807.0,True,False,False
2674,Ouro Verde,Municipal,6.6,6.8,6.8,6.7,6.9,"6,8",7,"7,2","7,4",1º ao 5º ano,3534807.0,False,True,False
2675,Ouro Verde,Pública,6.6,6.8,6.8,6.7,6.9,"6,8",7,"7,2","7,4",1º ao 5º ano,3534807.0,False,True,False
2676,Ouro Verde,Pública,5.6,5.0,4.7,5.1,5.6,"5,2","5,5","5,7",6,6º ao 9º ano,3534807.0,True,False,False
2682,Ouroeste,Municipal,6.0,6.7,6.5,6.4,6.8,"6,3","6,5","6,7","6,9",1º ao 5º ano,3534757.0,False,True,False
2683,Ouroeste,Pública,6.0,6.7,6.5,6.4,6.8,"6,4","6,7","6,9","7,1",1º ao 5º ano,3534757.0,False,True,False
2684,Ouroeste,Pública,5.2,5.2,6.0,5.8,5.5,"5,9","6,1","6,3","6,5",6º ao 9º ano,3534757.0,True,False,False
2687,Pacaembu,Estadual,4.9,4.6,5.2,5.2,5.3,"5,4","5,6","5,9","6,1",6º ao 9º ano,3534906.0,True,False,False
2688,Pacaembu,Municipal,6.6,6.6,6.9,6.0,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3534906.0,False,True,False
2689,Pacaembu,Pública,6.6,6.6,6.9,6.0,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3534906.0,False,True,False
2690,Pacaembu,Pública,4.9,4.6,5.2,5.2,5.3,"5,4","5,6","5,9","6,1",6º ao 9º ano,3534906.0,True,False,False
2694,Palestina,Municipal,4.8,4.9,5.5,5.4,5.4,"4,8",5,"5,3","5,5",6º ao 9º ano,3535002.0,True,False,False
2695,Palestina,Municipal,6.1,6.3,6.2,5.8,6.3,"6,4","6,6","6,9","7,1",1º ao 5º ano,3535002.0,False,True,False
2696,Palestina,Pública,6.1,6.3,6.2,5.8,6.3,"6,4","6,6","6,9","7,1",1º ao 5º ano,3535002.0,False,True,False
2697,Palestina,Pública,4.8,4.9,5.5,5.4,5.4,"5,5","5,7","5,9","6,2",6º ao 9º ano,3535002.0,True,False,False
2700,Palmares Paulista,Estadual,5.3,5.2,5.7,5.9,5.8,"5,3","5,5","5,8",6,6º ao 9º ano,3535101.0,True,False,False
2701,Palmares Paulista,Municipal,6.3,7.2,6.5,6.6,7.2,"5,7","5,9","6,2","6,4",1º ao 5º ano,3535101.0,False,True,False
2702,Palmares Paulista,Pública,6.3,7.2,6.5,6.6,7.2,"5,7","5,9","6,2","6,4",1º ao 5º ano,3535101.0,False,True,False
2703,Palmares Paulista,Pública,5.3,5.2,5.7,5.9,5.8,"5,3","5,5","5,8",6,6º ao 9º ano,3535101.0,True,False,False
2707,Palmeira d'Oeste,Estadual,5.5,5.3,5.3,5.5,5.4,6,"6,3","6,5","6,7",6º ao 9º ano,3535200.0,True,False,False
2708,Palmeira d'Oeste,Municipal,7.4,7.3,6.7,6.2,7.0,"7,2","7,4","7,5","7,7",1º ao 5º ano,3535200.0,False,True,False
2709,Palmeira d'Oeste,Pública,7.4,7.3,6.7,6.2,7.0,"6,4","6,6","6,8",7,1º ao 5º ano,3535200.0,False,True,False
2710,Palmeira d'Oeste,Pública,5.5,5.3,5.3,5.5,5.4,6,"6,3","6,5","6,7",6º ao 9º ano,3535200.0,True,False,False
2713,Palmital,Estadual,4.4,4.5,4.7,5.3,5.0,"5,2","5,5","5,7","5,9",6º ao 9º ano,3535309.0,True,False,False
2714,Palmital,Municipal,6.4,6.6,6.3,5.8,6.8,"5,8","6,1","6,3","6,5",1º ao 5º ano,3535309.0,False,True,False
2715,Palmital,Pública,6.4,6.6,6.3,5.8,6.8,"5,8","6,1","6,3","6,5",1º ao 5º ano,3535309.0,False,True,False
2716,Palmital,Pública,4.4,4.5,4.7,5.3,5.0,"5,2","5,5","5,7","5,9",6º ao 9º ano,3535309.0,True,False,False
2719,Panorama,Estadual,5.1,4.6,5.0,4.9,5.2,"5,1","5,4","5,6","5,9",6º ao 9º ano,3535408.0,True,False,False
2720,Panorama,Municipal,6.4,6.4,6.0,5.9,6.1,"6,3","6,6","6,8",7,1º ao 5º ano,3535408.0,False,True,False
2721,Panorama,Pública,6.4,6.4,6.0,5.9,6.1,"6,3","6,6","6,8",7,1º ao 5º ano,3535408.0,False,True,False
2722,Panorama,Pública,5.1,4.6,5.0,4.9,5.2,"5,1","5,4","5,6","5,9",6º ao 9º ano,3535408.0,True,False,False
2725,Paraguaçu Paulista,Estadual,5.8,5.6,5.6,5.7,5.7,"6,2","6,4","6,6","6,8",6º ao 9º ano,3535507.0,True,False,False
2726,Paraguaçu Paulista,Municipal,5.1,5.3,5.4,4.9,5.4,"4,9","5,2","5,4","5,7",6º ao 9º ano,3535507.0,True,False,False
2727,Paraguaçu Paulista,Municipal,6.4,6.6,6.9,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3535507.0,False,True,False
2728,Paraguaçu Paulista,Pública,6.4,6.6,6.9,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3535507.0,False,True,False
2729,Paraguaçu Paulista,Pública,5.2,5.4,5.4,5.1,5.5,"5,7",6,"6,2","6,4",6º ao 9º ano,3535507.0,True,False,False
2732,Paraibuna,Estadual,5.1,5.1,5.7,5.6,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3535606.0,True,False,False
2733,Paraibuna,Municipal,5.9,6.3,6.4,6.3,6.3,"5,3","5,6","5,8","6,1",1º ao 5º ano,3535606.0,False,True,False
2734,Paraibuna,Pública,5.9,6.3,6.4,6.3,6.3,"5,3","5,6","5,9","6,1",1º ao 5º ano,3535606.0,False,True,False
2735,Paraibuna,Pública,5.1,5.1,5.7,5.6,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3535606.0,True,False,False
2738,Paraíso,Municipal,5.4,6.0,6.0,6.0,6.1,5,"5,2","5,5","5,7",6º ao 9º ano,3535705.0,True,False,False
2739,Paraíso,Municipal,6.7,6.6,6.7,6.2,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3535705.0,False,True,False
2740,Paraíso,Pública,6.7,6.6,6.7,6.2,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3535705.0,False,True,False
2741,Paraíso,Pública,5.4,6.0,6.0,6.0,6.1,5,"5,2","5,5","5,7",6º ao 9º ano,3535705.0,True,False,False
2745,Paranapanema,Municipal,5.7,6.1,6.6,6.0,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3535804.0,False,True,False
2746,Paranapanema,Pública,5.7,6.1,6.6,6.0,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3535804.0,False,True,False
2751,Paranapuã,Estadual,5.6,5.3,5.2,5.0,5.3,"6,5","6,6","6,8",7,6º ao 9º ano,3535903.0,True,False,False
2752,Paranapuã,Municipal,6.6,5.8,6.5,6.3,6.0,"6,5","6,7","6,9","7,1",1º ao 5º ano,3535903.0,False,True,False
2753,Paranapuã,Pública,6.6,5.8,6.5,6.3,6.0,"5,8","6,1","6,3","6,6",1º ao 5º ano,3535903.0,False,True,False
2754,Paranapuã,Pública,5.6,5.3,5.2,5.0,5.3,"6,5","6,6","6,8",7,6º ao 9º ano,3535903.0,True,False,False
2758,Parapuã,Estadual,5.0,5.1,5.7,5.3,5.7,"5,8",6,"6,2","6,4",6º ao 9º ano,3536000.0,True,False,False
2759,Parapuã,Municipal,6.3,6.8,6.8,6.2,7.2,"6,2","6,5","6,7","6,9",1º ao 5º ano,3536000.0,False,True,False
2760,Parapuã,Pública,6.3,6.8,6.8,6.2,7.2,"6,1","6,4","6,6","6,8",1º ao 5º ano,3536000.0,False,True,False
2761,Parapuã,Pública,5.0,5.1,5.7,5.3,5.7,"5,8",6,"6,2","6,4",6º ao 9º ano,3536000.0,True,False,False
2765,Pardinho,Municipal,6.2,6.4,5.7,5.2,5.2,"5,8","6,1","6,3","6,5",1º ao 5º ano,3536109.0,False,True,False
2766,Pardinho,Pública,6.2,6.4,5.7,5.2,5.2,"5,8","6,1","6,3","6,5",1º ao 5º ano,3536109.0,False,True,False
2771,PariqueraAçu,Estadual,5.1,5.5,5.4,5.6,5.0,"5,2","5,4","5,7","5,9",6º ao 9º ano,3536208.0,True,False,False
2772,PariqueraAçu,Municipal,6.0,6.3,6.3,5.9,6.3,"5,6","5,9","6,2","6,4",1º ao 5º ano,3536208.0,False,True,False
2773,PariqueraAçu,Pública,6.0,6.3,6.3,5.9,6.3,"5,8",6,"6,3","6,5",1º ao 5º ano,3536208.0,False,True,False
2774,PariqueraAçu,Pública,5.1,5.5,5.4,5.6,5.0,"5,2","5,4","5,7","5,9",6º ao 9º ano,3536208.0,True,False,False
2777,Parisi,Estadual,5.5,5.4,4.9,5.5,5.4,"5,6","5,9","6,1","6,3",6º ao 9º ano,3536257.0,True,False,False
2778,Parisi,Municipal,6.1,6.3,6.1,6.4,7.8,"6,5","6,8",7,"7,2",1º ao 5º ano,3536257.0,False,True,False
2779,Parisi,Pública,6.1,6.3,6.1,6.4,7.8,"6,5","6,8",7,"7,2",1º ao 5º ano,3536257.0,False,True,False
2780,Parisi,Pública,5.5,5.4,4.9,5.5,5.4,"5,6","5,9","6,1","6,3",6º ao 9º ano,3536257.0,True,False,False
2784,Patrocínio Paulista,Municipal,6.7,6.5,6.4,6.1,6.0,"6,3","6,5","6,7",7,1º ao 5º ano,3536307.0,False,True,False
2785,Patrocínio Paulista,Pública,6.7,6.5,6.4,6.1,6.0,"6,3","6,5","6,7",7,1º ao 5º ano,3536307.0,False,True,False
2790,Paulicéia,Municipal,6.4,6.1,7.0,5.9,7.4,"5,7",6,"6,2","6,5",1º ao 5º ano,3536406.0,False,True,False
2791,Paulicéia,Pública,6.4,6.1,7.0,5.9,7.4,"5,7",6,"6,2","6,5",1º ao 5º ano,3536406.0,False,True,False
2797,Paulínia,Estadual,5.5,5.5,5.5,5.4,5.2,"6,2","6,4","6,6","6,8",6º ao 9º ano,3536505.0,True,False,False
2798,Paulínia,Municipal,4.5,4.9,5.0,5.4,5.2,"4,6","4,8","5,1","5,3",6º ao 9º ano,3536505.0,True,False,False
2799,Paulínia,Municipal,6.4,6.6,6.6,6.3,6.3,"5,9","6,1","6,4","6,6",1º ao 5º ano,3536505.0,False,True,False
2800,Paulínia,Pública,6.4,6.6,6.6,6.3,6.3,"5,7",6,"6,2","6,5",1º ao 5º ano,3536505.0,False,True,False
2801,Paulínia,Pública,4.9,5.1,5.3,5.4,5.2,"5,5","5,7",6,"6,2",6º ao 9º ano,3536505.0,True,False,False
2804,Paulistânia,Estadual,5.2,5.9,5.8,4.7,5.3,"5,3","5,6","5,8",6,6º ao 9º ano,3536570.0,True,False,False
2805,Paulistânia,Municipal,7.4,6.3,7.2,7.1,6.9,"4,8",5,"5,3","5,6",1º ao 5º ano,3536570.0,False,True,False
2806,Paulistânia,Pública,7.4,6.3,7.2,7.1,6.9,"4,8",5,"5,3","5,6",1º ao 5º ano,3536570.0,False,True,False
2807,Paulistânia,Pública,5.2,5.9,5.8,4.7,5.3,"5,3","5,6","5,8",6,6º ao 9º ano,3536570.0,True,False,False
2812,Paulo de Faria,Municipal,6.0,6.4,6.7,5.9,6.3,6,"6,3","6,5","6,7",1º ao 5º ano,3536604.0,False,True,False
2813,Paulo de Faria,Pública,6.0,6.4,6.7,5.9,6.3,6,"6,3","6,5","6,7",1º ao 5º ano,3536604.0,False,True,False
2814,Paulo de Faria,Pública,4.7,4.6,4.8,4.9,4.6,"6,1","6,3","6,5","6,7",6º ao 9º ano,3536604.0,True,False,False
2818,Pederneiras,Estadual,4.9,4.9,5.0,5.2,5.1,"5,2","5,4","5,7","5,9",6º ao 9º ano,3536703.0,True,False,False
2819,Pederneiras,Municipal,6.3,6.3,6.2,5.3,5.8,"5,6","5,8","6,1","6,3",1º ao 5º ano,3536703.0,False,True,False
2820,Pederneiras,Pública,6.3,6.3,6.2,5.3,5.8,"5,8",6,"6,3","6,5",1º ao 5º ano,3536703.0,False,True,False
2821,Pederneiras,Pública,4.9,4.9,5.0,5.2,5.1,"5,2","5,4","5,7","5,9",6º ao 9º ano,3536703.0,True,False,False
2824,Pedra Bela,Municipal,5.2,4.8,6.4,6.0,5.6,"5,7",6,"6,2","6,4",6º ao 9º ano,3536802.0,True,False,False
2825,Pedra Bela,Municipal,6.1,6.4,6.7,5.7,6.9,6,"6,2","6,4","6,7",1º ao 5º ano,3536802.0,False,True,False
2826,Pedra Bela,Pública,6.1,6.4,6.7,5.7,6.9,6,"6,2","6,4","6,7",1º ao 5º ano,3536802.0,False,True,False
2827,Pedra Bela,Pública,5.2,4.8,6.4,6.0,5.6,"5,7",6,"6,2","6,4",6º ao 9º ano,3536802.0,True,False,False
2830,Pedranópolis,Estadual,5.3,6.0,5.8,5.6,5.7,"4,8","5,1","5,4","5,6",6º ao 9º ano,3536901.0,True,False,False
2831,Pedranópolis,Municipal,6.7,6.5,7.1,6.7,6.3,"6,4","6,6","6,8",7,1º ao 5º ano,3536901.0,False,True,False
2832,Pedranópolis,Pública,6.7,6.5,7.1,6.7,6.3,"6,4","6,6","6,8",7,1º ao 5º ano,3536901.0,False,True,False
2833,Pedranópolis,Pública,5.3,6.0,5.8,5.6,5.7,"4,8","5,1","5,4","5,6",6º ao 9º ano,3536901.0,True,False,False
2837,Pedregulho,Estadual,4.6,5.0,4.9,5.1,4.9,"5,6","5,8","6,1","6,3",6º ao 9º ano,3537008.0,True,False,False
2838,Pedregulho,Municipal,5.5,6.2,6.2,5.7,6.5,"5,5","5,8",6,"6,3",1º ao 5º ano,3537008.0,False,True,False
2839,Pedregulho,Pública,5.5,6.2,6.2,5.7,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3537008.0,False,True,False
2840,Pedregulho,Pública,4.6,5.0,4.9,5.1,4.9,"5,6","5,8","6,1","6,3",6º ao 9º ano,3537008.0,True,False,False
2843,Pedreira,Estadual,5.2,5.1,5.6,5.5,5.5,"5,7","5,9","6,2","6,4",6º ao 9º ano,3537107.0,True,False,False
2844,Pedreira,Municipal,6.8,7.2,7.2,6.6,7.3,"6,5","6,8",7,"7,2",1º ao 5º ano,3537107.0,False,True,False
2845,Pedreira,Pública,6.8,7.2,7.2,6.6,7.3,"6,5","6,8",7,"7,2",1º ao 5º ano,3537107.0,False,True,False
2846,Pedreira,Pública,5.2,5.1,5.6,5.5,5.5,"5,7","5,9","6,2","6,4",6º ao 9º ano,3537107.0,True,False,False
2849,Pedrinhas Paulista,Estadual,5.1,5.4,5.9,6.1,5.3,"5,7","5,9","6,1","6,3",6º ao 9º ano,3537156.0,True,False,False
2850,Pedrinhas Paulista,Municipal,6.5,7.3,6.6,6.9,7.1,"6,3","6,6","6,8",7,1º ao 5º ano,3537156.0,False,True,False
2851,Pedrinhas Paulista,Pública,6.5,7.3,6.6,6.9,7.1,"6,3","6,6","6,8",7,1º ao 5º ano,3537156.0,False,True,False
2852,Pedrinhas Paulista,Pública,5.1,5.4,5.9,6.1,5.3,"5,7","5,9","6,1","6,3",6º ao 9º ano,3537156.0,True,False,False
2855,Pedro de Toledo,Estadual,4.5,4.6,5.0,4.9,5.0,"5,4","5,6","5,8","6,1",6º ao 9º ano,3537206.0,True,False,False
2856,Pedro de Toledo,Municipal,6.1,5.8,6.1,6.1,6.1,"5,4","5,6","5,9","6,2",1º ao 5º ano,3537206.0,False,True,False
2857,Pedro de Toledo,Pública,6.1,5.8,6.1,6.1,6.1,"5,4","5,6","5,9","6,2",1º ao 5º ano,3537206.0,False,True,False
2858,Pedro de Toledo,Pública,4.5,4.6,5.0,4.9,5.0,"5,4","5,6","5,8","6,1",6º ao 9º ano,3537206.0,True,False,False
2861,Penápolis,Estadual,6.8,7.0,6.8,6.6,7.6,6,"6,3","6,5","6,7",1º ao 5º ano,3537305.0,False,True,False
2862,Penápolis,Estadual,4.7,4.9,5.2,5.1,5.2,5,"5,2","5,5","5,7",6º ao 9º ano,3537305.0,True,False,False
2863,Penápolis,Municipal,6.5,6.8,7.1,7.3,7.4,6,"6,2","6,5","6,7",1º ao 5º ano,3537305.0,False,True,False
2864,Penápolis,Pública,6.5,6.8,7.1,7.1,7.5,6,"6,2","6,5","6,7",1º ao 5º ano,3537305.0,False,True,False
2865,Penápolis,Pública,4.7,4.9,5.2,5.1,5.2,5,"5,2","5,5","5,7",6º ao 9º ano,3537305.0,True,False,False
2869,Pereira Barreto,Estadual,5.5,5.5,5.6,5.7,6.0,6,"6,2","6,4","6,6",6º ao 9º ano,3537404.0,True,False,False
2870,Pereira Barreto,Municipal,7.8,7.5,7.7,6.7,7.2,"6,1","6,3","6,6","6,8",1º ao 5º ano,3537404.0,False,True,False
2871,Pereira Barreto,Pública,7.8,7.5,7.7,6.7,7.2,"6,5","6,8",7,"7,2",1º ao 5º ano,3537404.0,False,True,False
2872,Pereira Barreto,Pública,5.5,5.5,5.6,5.7,6.0,6,"6,2","6,4","6,6",6º ao 9º ano,3537404.0,True,False,False
2875,Pereiras,Estadual,4.8,4.7,5.5,5.4,4.9,"5,5","5,7","5,9","6,2",6º ao 9º ano,3537503.0,True,False,False
2876,Pereiras,Municipal,6.4,6.2,6.8,5.8,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3537503.0,False,True,False
2877,Pereiras,Pública,6.4,6.2,6.8,5.8,6.4,"5,7","5,9","6,2","6,4",1º ao 5º ano,3537503.0,False,True,False
2878,Pereiras,Pública,4.8,4.7,5.5,5.4,4.9,"5,5","5,7","5,9","6,2",6º ao 9º ano,3537503.0,True,False,False
2882,Peruíbe,Estadual,4.7,4.8,4.9,5.1,5.0,"5,3","5,5","5,8",6,6º ao 9º ano,3537602.0,True,False,False
2883,Peruíbe,Municipal,4.4,4.3,5.0,5.0,5.4,"5,1","5,3","5,5","5,8",6º ao 9º ano,3537602.0,True,False,False
2884,Peruíbe,Municipal,6.1,6.0,6.0,5.9,5.9,"5,6","5,8","6,1","6,3",1º ao 5º ano,3537602.0,False,True,False
2885,Peruíbe,Pública,6.1,6.0,6.0,5.9,5.9,"5,6","5,8","6,1","6,3",1º ao 5º ano,3537602.0,False,True,False
2886,Peruíbe,Pública,4.7,4.8,4.9,5.1,5.0,"5,3","5,5","5,8",6,6º ao 9º ano,3537602.0,True,False,False
2890,Piacatu,Municipal,6.3,7.3,7.3,7.0,7.2,6,"6,3","6,5","6,7",1º ao 5º ano,3537701.0,False,True,False
2891,Piacatu,Pública,6.3,7.3,7.3,7.0,7.2,6,"6,3","6,5","6,7",1º ao 5º ano,3537701.0,False,True,False
2895,Piedade,Estadual,4.8,5.3,5.5,5.7,5.8,"5,5","5,8",6,"6,2",6º ao 9º ano,3537800.0,True,False,False
2896,Piedade,Municipal,6.6,7.0,7.3,6.6,6.6,6,"6,3","6,5","6,7",1º ao 5º ano,3537800.0,False,True,False
2897,Piedade,Pública,6.6,7.0,7.3,6.6,6.6,6,"6,3","6,5","6,7",1º ao 5º ano,3537800.0,False,True,False
2898,Piedade,Pública,4.8,5.3,5.5,5.7,5.8,"5,5","5,8",6,"6,2",6º ao 9º ano,3537800.0,True,False,False
2901,Pilar do Sul,Estadual,5.4,5.3,6.0,5.6,5.8,"5,4","5,7","5,9","6,1",6º ao 9º ano,3537909.0,True,False,False
2902,Pilar do Sul,Municipal,6.5,6.8,7.0,6.6,6.6,6,"6,2","6,5","6,7",1º ao 5º ano,3537909.0,False,True,False
2903,Pilar do Sul,Pública,6.5,6.8,7.0,6.6,6.6,6,"6,2","6,5","6,7",1º ao 5º ano,3537909.0,False,True,False
2904,Pilar do Sul,Pública,5.4,5.3,6.0,5.6,5.8,"5,4","5,7","5,9","6,1",6º ao 9º ano,3537909.0,True,False,False
2908,Pindamonhangaba,Estadual,5.0,5.2,5.5,5.6,5.5,"5,3","5,5","5,8",6,6º ao 9º ano,3538006.0,True,False,False
2909,Pindamonhangaba,Municipal,6.4,6.9,6.8,6.3,6.5,6,"6,3","6,5","6,8",1º ao 5º ano,3538006.0,False,True,False
2910,Pindamonhangaba,Pública,6.4,6.9,6.8,6.3,6.5,"5,9","6,2","6,4","6,6",1º ao 5º ano,3538006.0,False,True,False
2911,Pindamonhangaba,Pública,5.0,5.2,5.5,5.6,5.5,"5,3","5,5","5,8",6,6º ao 9º ano,3538006.0,True,False,False
2915,Pindorama,Municipal,5.4,5.4,5.7,5.6,5.5,"5,5","5,7","5,9","6,2",6º ao 9º ano,3538105.0,True,False,False
2916,Pindorama,Municipal,6.1,6.3,6.7,6.2,6.7,"5,6","5,9","6,1","6,4",1º ao 5º ano,3538105.0,False,True,False
2917,Pindorama,Pública,6.1,6.3,6.7,6.2,6.7,"5,6","5,9","6,1","6,4",1º ao 5º ano,3538105.0,False,True,False
2918,Pindorama,Pública,5.1,5.2,5.6,5.5,5.5,5,"5,3","5,5","5,8",6º ao 9º ano,3538105.0,True,False,False
2921,Pinhalzinho,Municipal,4.6,5.6,5.9,5.7,5.5,"4,9","5,2","5,4","5,7",6º ao 9º ano,3538204.0,True,False,False
2922,Pinhalzinho,Municipal,5.9,6.4,6.5,5.8,6.3,"6,2","6,4","6,7","6,9",1º ao 5º ano,3538204.0,False,True,False
2923,Pinhalzinho,Pública,5.9,6.4,6.5,5.8,6.3,"6,2","6,4","6,7","6,9",1º ao 5º ano,3538204.0,False,True,False
2924,Pinhalzinho,Pública,4.6,5.6,5.9,5.7,5.5,"4,9","5,2","5,4","5,7",6º ao 9º ano,3538204.0,True,False,False
2928,Piquerobi,Estadual,6.0,5.1,4.7,5.0,6.0,"5,8","6,1","6,3","6,5",6º ao 9º ano,3538303.0,True,False,False
2929,Piquerobi,Municipal,6.2,6.5,7.1,5.4,6.2,"5,3","5,6","5,8","6,1",1º ao 5º ano,3538303.0,False,True,False
2930,Piquerobi,Pública,6.2,6.5,7.1,5.4,6.2,"6,7","6,9","7,1","7,3",1º ao 5º ano,3538303.0,False,True,False
2931,Piquerobi,Pública,6.0,5.1,4.7,5.0,6.0,"5,8","6,1","6,3","6,5",6º ao 9º ano,3538303.0,True,False,False
2934,Piquete,Estadual,4.6,4.4,4.9,5.1,4.9,"4,7",5,"5,3","5,5",6º ao 9º ano,3538501.0,True,False,False
2935,Piquete,Municipal,6.3,6.6,6.6,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3538501.0,False,True,False
2936,Piquete,Pública,6.3,6.6,6.6,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3538501.0,False,True,False
2937,Piquete,Pública,4.6,4.4,4.9,5.1,4.9,"4,7",5,"5,3","5,5",6º ao 9º ano,3538501.0,True,False,False
2940,Piracaia,Estadual,5.5,5.4,5.5,5.6,5.5,"5,6","5,8","6,1","6,3",6º ao 9º ano,3538600.0,True,False,False
2942,Piracaia,Municipal,6.0,6.4,6.7,5.7,6.6,"5,7",6,"6,2","6,5",1º ao 5º ano,3538600.0,False,True,False
2943,Piracaia,Pública,6.0,6.4,6.7,5.7,6.6,"5,7",6,"6,2","6,5",1º ao 5º ano,3538600.0,False,True,False
2944,Piracaia,Pública,5.2,5.3,5.5,5.6,5.5,"5,6","5,8",6,"6,3",6º ao 9º ano,3538600.0,True,False,False
2949,Piracicaba,Estadual,6.8,7.1,7.4,6.9,7.2,"6,2","6,4","6,7","6,9",1º ao 5º ano,3538709.0,False,True,False
2950,Piracicaba,Estadual,5.0,5.2,5.5,5.5,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3538709.0,True,False,False
2951,Piracicaba,Municipal,6.5,6.8,6.8,6.3,6.4,6,"6,3","6,5","6,7",1º ao 5º ano,3538709.0,False,True,False
2952,Piracicaba,Pública,6.6,6.8,6.9,6.4,6.5,"6,2","6,4","6,6","6,9",1º ao 5º ano,3538709.0,False,True,False
2953,Piracicaba,Pública,5.0,5.2,5.5,5.5,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3538709.0,True,False,False
2957,Piraju,Estadual,5.3,5.5,5.5,5.5,5.6,"5,5","5,7","5,9","6,2",6º ao 9º ano,3538808.0,True,False,False
2958,Piraju,Municipal,6.3,6.8,6.9,6.3,6.8,"6,2","6,4","6,6","6,9",1º ao 5º ano,3538808.0,False,True,False
2959,Piraju,Pública,6.3,6.8,6.9,6.3,6.8,"6,3","6,5","6,7","6,9",1º ao 5º ano,3538808.0,False,True,False
2960,Piraju,Pública,5.3,5.5,5.5,5.5,5.6,"5,5","5,7","5,9","6,2",6º ao 9º ano,3538808.0,True,False,False
2964,Pirajuí,Estadual,4.8,5.0,5.0,4.8,4.9,"5,2","5,5","5,7",6,6º ao 9º ano,3538907.0,True,False,False
2965,Pirajuí,Municipal,5.7,5.5,5.7,5.4,5.5,"5,2","5,5","5,8",6,1º ao 5º ano,3538907.0,False,True,False
2966,Pirajuí,Pública,5.7,5.5,5.7,5.4,5.5,"5,5","5,7",6,"6,3",1º ao 5º ano,3538907.0,False,True,False
2967,Pirajuí,Pública,4.8,5.0,5.0,4.8,4.9,"5,2","5,5","5,7",6,6º ao 9º ano,3538907.0,True,False,False
2971,Pirangi,Estadual,5.6,5.2,5.2,5.4,4.9,"5,8",6,"6,3","6,5",6º ao 9º ano,3539004.0,True,False,False
2972,Pirangi,Municipal,5.6,6.5,6.9,6.1,6.5,"6,1","6,3","6,6","6,8",1º ao 5º ano,3539004.0,False,True,False
